country_name,income_group,region,year,co2_emissions_metric_tons_per_capita,fertility_rate_total_births_per_woman,forest_area_percent_of_land_area,gdp_per_capita_constant_2005_us,health_expenditure_per_capita_ppp_constant_2005_international,labor_force_participation_rate_female_percent_of_female_population_ages_15_modeled_ilo_estimate,life_expectancy_at_birth_total_years,malnutrition_prevalence_weight_for_age_percent_of_children_under_5,population_total,urban_population_percent_of_total,fossil_fuel_energy_consumption_percent_of_total,poverty_headcount_ratio_at_2_a_day_ppp_percent_of_population,public_spending_on_education_total_percent_of_government_expenditure
Bahrain,High Income,Middle East and North Africa,1992,20.258777123334053,3.466,0.42253521126760557,16433.882559422287,NA,29.7000007629395,72.91473170731707,NA,522751,88.2392,100.00000000000003,NA,NA
Bahrain,High Income,Middle East and North Africa,1993,28.263453615848842,3.335,0.42253521126760557,18100.18613180807,NA,30.2999992370605,73.12390243902439,NA,535711,88.2888,100.00002147679605,NA,NA
Bahrain,High Income,Middle East and North Africa,1994,27.777773731267185,3.212,0.42253521126760557,17612.44704530188,NA,31,73.33751219512196,NA,549170,88.3384,99.99997979001827,NA,NA
Bahrain,High Income,Middle East and North Africa,1995,28.419851702055947,3.1,0.42253521126760557,17831.843854149116,841.316710443675,31.6000003814697,73.55507317073172,7.59999990463257,563730,88.388,99.99997971585566,NA,NA
Bahrain,High Income,Middle East and North Africa,1996,26.947560535935153,3.005,0.42253521126760557,18053.392151985798,851.33379335071,32.2000007629395,73.77304878048781,NA,579697,88.3848,100.00002014119383,NA,NA
Bahrain,High Income,Middle East and North Africa,1997,28.99102946099766,2.926,0.42253521126760557,18060.252799443966,933.211688513019,32.9000015258789,73.98700000000001,NA,597400,88.3816,100.00001846973103,NA,NA
Bahrain,High Income,Middle East and North Africa,1998,29.80335267360498,2.862,0.42253521126760557,18308.211037024736,909.880963417648,33.5999984741211,74.19541463414636,NA,617537,88.3784,100,NA,NA
Bahrain,High Income,Middle East and North Africa,1999,28.11557574897061,2.81,0.5633802816901409,18398.995981651486,919.877205834827,34.2000007629395,74.39582926829269,NA,640913,88.3752,100.00001768657481,NA,NA
Bahrain,High Income,Middle East and North Africa,2000,27.898742815070655,2.765,0.5633802816901409,18581.883415787754,802.030176355634,34.9000015258789,74.58924390243904,NA,668239,88.372,99.99999999999997,NA,NA
Bahrain,High Income,Middle East and North Africa,2001,19.93171510800015,2.718,0.5633802816901409,18213.198734379836,883.577520177513,35.5999984741211,74.77670731707319,NA,698749,88.3814,100.00001647774927,NA,NA
Bahrain,High Income,Middle East and North Africa,2002,21.430100158216398,2.665,0.5633802816901409,18000.913557585394,923.184835096225,35.5,74.96021951219514,NA,732541,88.3908,100.00001554442888,NA,NA
Bahrain,High Income,Middle East and North Africa,2003,21.330647438404885,2.602,0.5555555555555556,18108.419474085513,925.924196461762,35.5999984741211,75.14075609756098,NA,772058,88.4002,100.00001481083017,NA,NA
Bahrain,High Income,Middle East and North Africa,2004,21.340424494670962,2.529,0.547945205479452,18228.699110004578,877.044053010041,35.7999992370605,75.31880487804878,NA,820505,88.4096,99.99998565201751,NA,NA
Bahrain,High Income,Middle East and North Africa,2005,21.83854859505147,2.449,0.6756756756756757,18156.3774747039,866.109429361263,36.2999992370605,75.49231707317074,NA,879534,88.419,99.99997272377519,NA,NA
Bahrain,High Income,Middle East and North Africa,2006,20.503095322471925,2.367,0.6216216216216216,17878.821929595015,846.269809203383,37,75.66073170731708,NA,950951,88.4588,99.99679961407547,NA,11.91866
Bahrain,High Income,Middle East and North Africa,2007,21.69610201161812,2.292,0.6399999999999999,17835.002727263734,875.831325640165,37.7000007629395,75.82300000000001,NA,1032353,88.4986,99.98753666335386,NA,11.02673
Bangladesh,Lower Middle Income,South Asia,1972,0.0510594416679628,6.928,NA,219.27610457853203,NA,NA,46.87924390243903,NA,68730070,8.4902,20.706423229025212,NA,NA
Bangladesh,Lower Middle Income,South Asia,1973,0.0652953060168284,6.904,NA,223.25223859466305,NA,NA,47.166170731707325,NA,69751017,8.9388,24.211420720850047,NA,NA
Bangladesh,Lower Middle Income,South Asia,1974,0.065752631572042,6.869,NA,240.75855301267868,NA,NA,47.9199512195122,NA,70883201,9.3874,25.44941544521839,NA,NA
Bangladesh,Lower Middle Income,South Asia,1975,0.06738759208394893,6.821,NA,226.4998804407677,NA,NA,49.06163414634146,NA,72265173,9.836,24.68487268477398,NA,NA
Bangladesh,Lower Middle Income,South Asia,1976,0.07532893786629419,6.758,NA,233.88716255338144,NA,NA,50.43424390243903,NA,73944664,10.839,27.425511197935258,NA,NA
Bangladesh,Lower Middle Income,South Asia,1977,0.07659710814236842,6.68,NA,234.01403821694882,NA,NA,51.82485365853659,NA,75880084,11.842,27.292958864820644,NA,NA
Bangladesh,Lower Middle Income,South Asia,1978,0.07713654313875071,6.587,NA,243.7214560415205,NA,NA,53.06700000000001,NA,78011624,12.845,28.234055412571674,NA,NA
Bangladesh,Lower Middle Income,South Asia,1979,0.08285299229367725,6.48,NA,248.3251023602068,NA,NA,54.08868292682927,NA,80241773,13.848,29.420902826775936,NA,NA
Bangladesh,Lower Middle Income,South Asia,1980,0.09258794469325723,6.356,NA,243.51089648177933,NA,NA,54.8689268292683,NA,82498440,14.851,32.14606924640676,NA,NA
Bangladesh,Lower Middle Income,South Asia,1981,0.09357401387959545,6.216,NA,246.01278569972985,NA,NA,55.44319512195123,NA,84764142,15.38,32.707389083731044,NA,6.87272
Bangladesh,Lower Middle Income,South Asia,1982,0.09877162318992996,6.06,NA,245.21578337773656,NA,NA,55.918487804878055,NA,87060582,15.909,34.95406477471285,NA,6.85224
Bangladesh,Lower Middle Income,South Asia,1983,0.09212654105441513,5.89,NA,248.39028532292562,NA,NA,56.38121951219513,63.7999992370605,89399666,16.438,33.378724455902265,NA,6.87213
Bangladesh,Lower Middle Income,South Asia,1984,0.09937981348546154,5.71,NA,254.41536506925044,NA,NA,56.85841463414635,NA,91804318,16.967,34.907894882279074,90.46,8.35468
Bangladesh,Lower Middle Income,South Asia,1985,0.10854644467919164,5.522,NA,255.6989586810659,NA,NA,57.36304878048781,NA,94287722,17.496,37.3187402923955,NA,8.9114
Bangladesh,Lower Middle Income,South Asia,1986,0.11835688046355086,5.327,NA,259.50625910907064,NA,NA,57.895121951219515,66.8000030517578,96851505,17.959,39.07885970078306,87.42,9.91875
Bangladesh,Lower Middle Income,South Asia,1987,0.11925114901198205,5.13,NA,262.0869783089626,NA,NA,58.43317073170733,NA,99476987,18.422,43.86434304446153,NA,11.0053
Bangladesh,Lower Middle Income,South Asia,1988,0.13262970067808594,4.932,NA,260.7825622328568,NA,NA,58.96314634146342,NA,102133217,18.885,44.17556253747284,NA,NA
Bangladesh,Lower Middle Income,South Asia,1989,0.12840529781895468,4.738,NA,260.8371953630789,NA,NA,59.48758536585367,NA,104779345,19.348,45.06333901704776,90.69,NA
Bangladesh,Lower Middle Income,South Asia,1990,0.1446504584538035,4.55,11.477298916801107,269.62706312137954,NA,61.7000007629395,60.00848780487806,61.5,107385847,19.811,45.514821012373105,NA,11.5807
Bangladesh,Lower Middle Income,South Asia,1991,0.14499939464003095,4.37,11.457325036490742,272.17104197113656,NA,61.7999992370605,60.53182926829269,64.3000030517578,109934590,20.1874,44.674313189176175,NA,11.42745
Bangladesh,Lower Middle Income,South Asia,1992,0.15785935419501146,4.197,11.43735115618038,279.5383877704526,NA,60.9000015258789,61.062146341463425,63.7000007629395,112430968,20.5638,46.73006555940692,92.99,12.98204
Bangladesh,Lower Middle Income,South Asia,1993,0.15150236067276043,4.033,11.417377275870017,286.04999473942314,NA,60.0999984741211,61.600414634146354,59,114897543,20.9402,49.44651274436037,NA,13.01716
Bangladesh,Lower Middle Income,South Asia,1994,0.16162113916280732,3.878,11.397403395559651,291.4636306873934,NA,59.2000007629395,62.145170731707324,61,117369492,21.3166,50.24063384787686,NA,NA
Bangladesh,Lower Middle Income,South Asia,1995,0.19034081080701165,3.732,11.37742951524929,299.43998162907747,23.3565824661068,58.2999992370605,62.69387804878049,58,119869585,21.693,54.39981933561806,NA,NA
Bangladesh,Lower Middle Income,South Asia,1996,0.19632087497137274,3.596,11.357455634938926,306.80121646696944,23.9068038885116,57.4000015258789,63.242073170731715,56.7000007629395,122400896,22.0724,56.067798344213834,85.54,NA
Bangladesh,Lower Middle Income,South Asia,1997,0.20059931818972165,3.468,11.337481754628563,316.745908294307,20.0002726712137,56.5999984741211,63.78375609756098,52.5,124945315,22.4518,56.564332100192736,NA,15.8886
Bangladesh,Lower Middle Income,South Asia,1998,0.18864499874504354,3.346,11.3175078743182,326.6806006103333,20.7612549548097,55.7999992370605,64.31343902439026,53.2999992370605,127478524,22.8312,57.59534461613508,NA,NA
Bangladesh,Lower Middle Income,South Asia,1999,0.1941748933879841,3.231,11.297533994007836,336.02837284946014,21.8692928882729,55,64.82658536585366,52,129966823,23.2106,57.26529056866478,NA,18.52206
Bangladesh,Lower Middle Income,South Asia,2000,0.21051905616620045,3.12,11.277560113697472,349.5053333017351,23.7090148473397,54.2000007629395,65.31973170731708,42.2999992370605,132383265,23.59,58.72820688144266,84.4,18.39862
Bangladesh,Lower Middle Income,South Asia,2001,0.2409020762141459,3.011,11.25758623338711,361.5308568781684,26.566288548682,54.5,65.79034146341465,45.4000015258789,134729503,23.9992,61.270900519380064,NA,16.94648
Bangladesh,Lower Middle Income,South Asia,2002,0.24602568762560145,2.905,11.237612353076745,371.2207201125583,28.7588171351632,54.7000007629395,66.2399024390244,43.0999984741211,137006279,24.4084,61.709977944391035,NA,15.37735
Bangladesh,Lower Middle Income,South Asia,2003,0.24343743916862437,2.802,11.217638472766382,384.6130429568715,29.855541767655,55,66.6709268292683,40.9000015258789,139185986,24.8176,62.79084644066909,NA,15.98978
Bangladesh,Lower Middle Income,South Asia,2004,0.2814477300196796,2.702,11.19766459245602,402.80032485376523,33.0775185499792,55.2000007629395,67.0859756097561,42.7000007629395,141235035,25.2268,63.62668557688524,NA,15.4032
Bangladesh,Lower Middle Income,South Asia,2005,0.2623655973325356,2.607,11.177690712145656,421.12331137327493,36.6997219503435,55.5,67.48956097560976,39.2000007629395,143135180,25.636,65.1471561927951,80.32,NA
Bangladesh,Lower Middle Income,South Asia,2006,0.3322781824883059,2.52,11.157716831835291,443.66769941442084,42.2749045284997,55.7999992370605,67.88726829268293,39.7999992370605,144868702,26.0876,66.75247422427685,NA,16.398
Bangladesh,Lower Middle Income,South Asia,2007,0.33092796402921276,2.443,11.13774295152493,467.0649808437224,46.5958998300144,56.0999984741211,68.28314634146342,41.2999992370605,146457067,26.5392,68.0151120790496,NA,17.42528
Barbados,High Income,Latin America and the Caribbean,1972,2.0813905794909826,2.794,NA,9311.623761087829,NA,NA,65.64787804878048,NA,241367,37.9714,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1973,1.977096032036745,2.648,NA,9374.168871966465,NA,NA,65.99585365853659,NA,242971,38.1876,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1974,2.0101123733396604,2.513,NA,8884.003241063514,NA,NA,66.33731707317075,NA,244453,38.4038,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1975,2.313677680399572,2.393,NA,9194.310589642546,NA,NA,66.67026829268293,NA,245663,38.62,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1976,2.1567438426842327,2.288,NA,9154.191890421276,NA,NA,66.99621951219513,NA,246536,38.8124,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1977,2.3889154149941727,2.198,NA,9531.688015522757,NA,NA,67.31414634146343,NA,247136,39.0048,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1978,2.5474328734369447,2.121,NA,10097.552443908995,NA,NA,67.62507317073171,NA,247592,39.1972,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1979,2.424023055684315,2.057,NA,10849.639220359884,NA,NA,67.9289756097561,NA,248095,39.3896,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1980,2.7121036722618816,2.004,NA,11331.540635822717,NA,NA,68.22587804878049,NA,248784,39.582,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1981,2.7462554466230937,1.96,NA,10928.121115165357,NA,NA,68.51629268292683,5.30000019073486,249696,38.8606,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1982,2.5735385596937554,1.922,NA,10335.848980184155,NA,NA,68.80070731707318,NA,250780,38.1392,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1983,2.7213736065307033,1.889,NA,10305.160294472029,NA,NA,69.07960975609757,NA,251979,37.4178,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1984,2.954536657806495,1.858,NA,10600.511111321593,NA,NA,69.35202439024391,NA,253193,36.6964,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1985,3.330307366898103,1.83,NA,10605.862703480281,NA,NA,69.6189512195122,NA,254354,35.975,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1986,3.588764924642787,1.805,NA,11556.320943109451,NA,NA,69.88136585365854,NA,255450,35.3238,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1987,3.674148148148148,1.782,NA,11626.489971015153,NA,NA,70.13780487804878,NA,256500,34.6726,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1988,3.6741631941343003,1.765,NA,12305.315576155152,NA,NA,70.38870731707318,NA,257497,34.0214,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1989,3.830980138754,1.75,NA,12878.095047165281,NA,NA,70.63412195121951,NA,258443,33.3702,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1990,4.143007526914891,1.74,19.441860465116278,12216.858820375108,NA,61.4000015258789,70.87453658536586,NA,259336,32.719,0,NA,NA
Barbados,High Income,Latin America and the Caribbean,1991,4.637044297107716,1.732,19.441860465116278,11822.848282106777,NA,60.5999984741211,71.10943902439027,NA,260175,33.2716,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1992,3.751830719297372,1.727,19.441860465116278,11200.290193960454,NA,61.0999984741211,71.33934146341464,NA,260963,33.8242,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1993,4.259489366254767,1.725,19.441860465116278,11278.53855824261,NA,61.7000007629395,71.56424390243903,NA,261714,34.3768,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1994,2.8504235237634363,1.724,19.441860465116278,11694.354678249796,NA,62.2000007629395,71.78514634146343,NA,262441,34.9294,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1995,3.149134573366519,1.726,19.441860465116278,11835.964065076549,639.044362824559,62.9000015258789,72.0010487804878,NA,263165,35.482,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1996,3.223931727577269,1.73,19.441860465116278,12020.19678789695,651.174586147491,63.7000007629395,72.21243902439025,NA,263884,36.055,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1997,3.409151719915648,1.736,19.441860465116278,12753.960089921271,668.602543059291,62.7000007629395,72.41982926829269,NA,264606,36.628,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1998,4.297535516448732,1.745,19.441860465116278,13240.220649291568,668.327573012452,63.0999984741211,72.62373170731708,NA,265370,37.201,NA,NA,NA
Barbados,High Income,Latin America and the Caribbean,1999,4.545526256479603,1.756,19.441860465116278,13540.124033679394,695.314804736959,63.2000007629395,72.82360975609757,NA,266220,37.774,NA,NA,12.85301
Barbados,High Income,Latin America and the Caribbean,2000,4.446678393652457,1.768,19.441860465116278,13801.260571547551,791.940881808924,63.5999984741211,73.01948780487805,NA,267190,38.347,NA,NA,12.70905
Barbados,High Income,Latin America and the Caribbean,2001,4.551357455944181,1.78,19.441860465116278,13393.860752166816,829.734055381377,64,73.2128780487805,NA,268296,38.914,NA,NA,15.62585
Barbados,High Income,Latin America and the Caribbean,2002,4.557831584571319,1.791,19.441860465116278,13422.515515563618,934.30230912815,62.9000015258789,73.40175609756098,NA,269524,39.481,NA,NA,13.44612
Barbados,High Income,Latin America and the Caribbean,2003,4.684549039299375,1.801,19.441860465116278,13620.643202646695,924.095262963575,63.7999992370605,73.58765853658537,NA,270844,40.048,NA,NA,14.39605
Barbados,High Income,Latin America and the Caribbean,2004,4.755426975992359,1.81,19.441860465116278,13746.783229117684,1207.44022063486,64.5999984741211,73.77004878048781,NA,272205,40.615,0,NA,15.37264
Barbados,High Income,Latin America and the Caribbean,2005,4.946203503333724,1.817,19.441860465116278,14224.982454088198,1047.67706144179,65,73.9489512195122,NA,273568,41.182,0,NA,13.37038
Barbados,High Income,Latin America and the Caribbean,2006,4.988516784699716,1.822,19.441860465116278,14962.623328998496,1353.82454031337,65.3000030517578,74.12482926829269,NA,274923,41.7234,0,NA,NA
Barbados,High Income,Latin America and the Caribbean,2007,5.163162333455191,1.827,19.441860465116278,15138.086149675455,1521.63694995452,65.5,74.29721951219513,NA,276277,42.2648,0,NA,11.9617
Belarus,Upper Middle Income,Europe and Central Afica,1972,NA,2.28,NA,NA,NA,NA,70.09241463414637,NA,9188968,46.6516,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1973,NA,2.25,NA,NA,NA,NA,70.08243902439024,NA,9257272,47.9724,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1974,NA,2.21,NA,NA,NA,NA,70.06807317073172,NA,9317584,49.2932,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1975,NA,2.17,NA,NA,NA,NA,70.04826829268293,NA,9367000,50.614,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1976,NA,2.12,NA,NA,NA,NA,70.0159024390244,NA,9411000,51.7908,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1977,NA,2.08,NA,NA,NA,NA,69.96741463414635,NA,9463000,52.9676,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1978,NA,2.06,NA,NA,NA,NA,69.90631707317074,NA,9525000,54.1444,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1979,NA,2.05,NA,NA,NA,NA,69.84163414634148,NA,9584000,55.3212,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1980,NA,2.03,NA,NA,NA,NA,69.80202439024391,NA,9643000,56.498,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1981,NA,2.02,NA,NA,NA,NA,69.81917073170732,NA,9710000,57.565,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1982,NA,2.05,NA,NA,NA,NA,69.90821951219512,NA,9776000,58.632,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1983,NA,2.11,NA,NA,NA,NA,70.06465853658537,NA,9843000,59.699,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1984,NA,2.11,NA,NA,NA,NA,70.27192682926831,NA,9910000,60.766,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1985,NA,2.09,NA,NA,NA,NA,70.99268292682929,NA,9975000,61.833,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1986,NA,2.09,NA,NA,NA,NA,71.54951219512196,NA,10043000,62.6626,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1987,NA,2.03,NA,NA,NA,NA,70.99024390243902,NA,10111000,63.4922,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1988,NA,2.04,NA,NA,NA,NA,71.34146341463415,NA,10140000,64.3218,NA,0.19,NA
Belarus,Upper Middle Income,Europe and Central Afica,1989,NA,2.03,NA,NA,NA,NA,71.58780487804879,NA,10170000,65.1514,NA,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1990,NA,1.91,38.35535397357523,2328.0628771639845,NA,60.4000015258789,70.83658536585365,NA,10189000,65.981,95.6234320912795,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1991,NA,1.8,NA,2298.9979461996213,NA,59.4000015258789,70.37804878048782,NA,10194000,66.37,95.30931291223965,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1992,8.563751566170712,1.75,38.84145139025833,2073.818568662608,NA,58.5,70.0219512195122,NA,10216000,66.759,95.2844731347074,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1993,7.271325422404531,1.61,39.08450009859988,1911.9039534769454,NA,57.5,68.97073170731707,NA,10239000,67.148,94.84990939879098,0.14,NA
Belarus,Upper Middle Income,Europe and Central Afica,1994,6.445128092304683,1.51,39.32754880694143,1690.1920782078173,NA,56.5999984741211,68.76829268292683,NA,10227000,67.537,94.6338451191249,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1995,6.093680596429272,1.386,39.57059751528298,1519.314554435244,230.369531096364,55.7999992370605,68.4609756097561,NA,10194000,67.926,93.04838170167346,0.84,NA
Belarus,Upper Middle Income,Europe and Central Afica,1996,5.920977854330709,1.31,39.81364622362453,1567.0820432888245,223.688699018978,55,68.61219512195125,NA,10160000,68.3354,92.1167886428519,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1997,5.883075714144509,1.23,40.05669493196608,1753.1492206813577,269.477915806207,54.2999992370605,68.4609756097561,NA,10117000,68.7448,92.2659143274017,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,1998,5.720286920250273,1.27,40.29974364030763,1909.4732308617033,268.703254081793,53.5999984741211,68.40731707317074,NA,10069000,69.1542,91.30217494756828,3.93,NA
Belarus,Upper Middle Income,Europe and Central Afica,1999,5.562438863976084,1.31,40.542792348649186,1981.0848514438524,293.033724929083,52.9000015258789,67.90731707317074,NA,10035000,69.5636,92.18996806060503,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,2000,5.344180609695153,1.31,40.785841056990726,2102.272593735626,316.644868215992,52.5999984741211,68.91219512195123,NA,10005000,69.973,91.22460177593194,1.89,NA
Belarus,Upper Middle Income,Europe and Central Afica,2001,5.297721696212731,1.27,40.946558864129365,2218.6867572309257,368.830825585633,52.2999992370605,68.50731707317074,NA,9928000,70.4492,90.74411217779068,1.52,NA
Belarus,Upper Middle Income,Europe and Central Afica,2002,5.310737861125189,1.22,41.1093033574915,2345.509307593933,387.167163701544,52,68.05609756097562,NA,9865000,70.9254,91.59300244998252,2.5,NA
Belarus,Upper Middle Income,Europe and Central Afica,2003,5.483469429417169,1.21,41.27002908839915,2528.1346215192975,433.988423548289,51.5999984741211,68.55365853658539,NA,9797000,71.4016,91.58972164838696,NA,NA
Belarus,Upper Middle Income,Europe and Central Afica,2004,5.964810791366906,1.2,41.43484049110005,2837.001301069167,500.368085264697,51.2000007629395,68.95609756097562,NA,9730000,71.8778,92.85639080913495,0.64,12.84642
Belarus,Upper Middle Income,Europe and Central Afica,2005,6.112425644209872,1.21,41.59148055021446,3126.367777794623,594.898603604057,50.7999992370605,68.85121951219512,1.29999995231628,9663000,72.354,91.95581818462585,0.49,12.91494
Belarus,Upper Middle Income,Europe and Central Afica,2006,6.437868284048313,1.287,41.76835879743716,3460.0679715578126,624.44629213373,50.4000015258789,69.40487804878049,NA,9604000,72.8062,91.83389371800001,0.25,12.69644
Belarus,Upper Middle Income,Europe and Central Afica,2007,6.305628974895398,1.37,41.959586002957124,3776.573055039827,711.820943962354,50,70.20341463414636,NA,9560000,73.2584,91.56643169442893,0.25,10.74872
Belgium,High Income,Europe and Central Afica,1972,13.472695256929818,2.09,NA,18514.407799133085,NA,NA,71.40512195121951,NA,9711115,94.0978,100.06386885086522,NA,NA
Belgium,High Income,Europe and Central Afica,1973,14.255486402811822,1.95,NA,19586.19375333244,NA,NA,71.63536585365856,NA,9741720,94.2252,100.04739439856745,NA,NA
Belgium,High Income,Europe and Central Afica,1974,13.836965545582931,1.83,NA,20344.630392490002,NA,NA,71.98585365853658,NA,9772419,94.3526,99.89391042234143,NA,NA
Belgium,High Income,Europe and Central Afica,1975,12.458303896660443,1.74,NA,20016.729457815964,NA,NA,71.97121951219512,NA,9800700,94.48,95.91331198678826,NA,NA
Belgium,High Income,Europe and Central Afica,1976,13.241679785973577,1.73,NA,21110.472588352288,NA,NA,72.119756097561,NA,9818227,94.6602,94.81361982669216,NA,NA
Belgium,High Income,Europe and Central Afica,1977,12.875438717491265,1.71,NA,21216.438582327824,NA,NA,72.77390243902441,NA,9830358,94.8404,93.22929388313872,NA,NA
Belgium,High Income,Europe and Central Afica,1978,13.807057935873793,1.69,NA,21799.043247883157,NA,NA,72.69804878048781,NA,9839534,95.0206,93.45571174229359,NA,NA
Belgium,High Income,Europe and Central Afica,1979,14.23923381526021,1.69,NA,22289.32827084113,NA,NA,73.19365853658537,NA,9848382,95.2008,93.96124238201432,NA,NA
Belgium,High Income,Europe and Central Afica,1980,13.722552403115776,1.68,NA,23262.12740818088,NA,NA,73.20707317073172,NA,9859242,95.381,93.31803072242434,NA,9.79404
Belgium,High Income,Europe and Central Afica,1981,12.578811179490945,1.66,NA,23197.771849827768,NA,NA,73.62170731707319,NA,9858982,95.4908,92.0389425681611,NA,8.94078
Belgium,High Income,Europe and Central Afica,1982,11.926684782316453,1.61,NA,23342.13836757591,NA,NA,73.88804878048782,NA,9856303,95.6006,89.88353792840836,NA,9.02675
Belgium,High Income,Europe and Central Afica,1983,10.311335272010002,1.57,NA,23416.789394976244,NA,NA,73.86902439024391,NA,9855520,95.7104,84.38148013492412,NA,NA
Belgium,High Income,Europe and Central Afica,1984,10.696222222763382,1.54,NA,23994.697355433716,NA,NA,74.40487804878049,NA,9855372,95.8202,82.67243926110591,NA,NA
Belgium,High Income,Europe and Central Afica,1985,10.594836456722593,1.51,NA,24383.775912648325,NA,NA,74.52024390243903,NA,9858308,95.93,79.14820615152324,NA,NA
Belgium,High Income,Europe and Central Afica,1986,10.430798038050368,1.54,NA,24819.3847425464,NA,NA,74.73170731707319,NA,9861823,96.0194,77.06553627055281,NA,8.53002
Belgium,High Income,Europe and Central Afica,1987,10.447172782327145,1.54,NA,25370.245521465567,NA,NA,75.3658536585366,NA,9870234,96.1088,76.4532518970812,NA,8.30791
Belgium,High Income,Europe and Central Afica,1988,10.135143850568955,1.57,NA,26484.201000818477,NA,NA,75.5658536585366,NA,9901664,96.1982,76.08675253724978,NA,8.08301
Belgium,High Income,Europe and Central Afica,1989,10.813514942144039,1.58,NA,27303.621903354386,NA,NA,75.63268292682929,NA,9937697,96.2876,77.01673288219358,NA,NA
Belgium,High Income,Europe and Central Afica,1990,10.882485756787215,1.62,NA,28076.387608213532,NA,36.5999984741211,76.0519512195122,NA,9967379,96.377,75.98720201104153,NA,NA
Belgium,High Income,Europe and Central Afica,1991,11.75259658517189,1.66,NA,28485.00342077455,NA,37.9000015258789,76.19219512195123,NA,10004486,96.457,76.62994224095144,NA,NA
Belgium,High Income,Europe and Central Afica,1992,11.385956298547022,1.65,NA,28803.911756391713,NA,38.7000007629395,76.35121951219513,NA,10045158,96.537,76.17924389538551,NA,NA
Belgium,High Income,Europe and Central Afica,1993,10.801213548548636,1.61,NA,28415.635172368187,NA,39.4000015258789,76.34536585365854,NA,10084475,96.617,76.18770185949266,NA,9.90709
Belgium,High Income,Europe and Central Afica,1994,11.201174363999852,1.56,NA,29242.33656388243,NA,40,76.69170731707318,NA,10115603,96.697,77.81715147297234,NA,10.41617
Belgium,High Income,Europe and Central Afica,1995,11.145181951207338,1.56,NA,29877.05616340032,1708.87591106135,40.4000015258789,76.84073170731709,NA,10136811,96.777,77.56067286249564,NA,5.8068
Belgium,High Income,Europe and Central Afica,1996,11.778000336134884,1.59,NA,30243.47743496074,1807.10198578915,40.4000015258789,77.18731707317073,NA,10156637,96.8452,77.84582750016011,NA,5.88882
Belgium,High Income,Europe and Central Afica,1997,11.422496757518358,1.6,NA,31297.28874831222,1852.6135282417,40.9000015258789,77.37073170731709,NA,10181245,96.9134,76.14044524516848,NA,NA
